ref	wgt	uk2
5000	5002,00	0,22
5000	5008,73	0,35
5000	5001,07	0,23
5000	4999,07	0,23
5000	5003,13	0,23
5000	5001,30	0,22
5000	4995,30	0,22
5000	5002,83	0,23
5000	5006,43	0,23
5000	4999,63	0,35
5000	4996,80	0,22
5000	5004,90	0,22
5000	5004,40	0,22
5000	4997,30	4,01
5000	5013,50	0,25
5000	5000,83	0,23
5000	5001,17	0,35
5000	4999,40	0,22
5000	5001,17	0,28
5000	4998,80	0,22
5000	5003,70	0,25
5000	5003,37	0,23
5000	4994,83	0,28
5000	5002,13	0,33
5000	5006,90	0,22
5000	5000,90	0,22
5000	5004,00	0,22
5000	5012,40	0,22
5000	5008,17	0,23
5000	4994,77	0,23
5000	4998,67	0,26
5000	5003,60	0,25
5000	5003,40	0,32
5000	5007,03	0,23
5000	4997,50	0,22
5000	5001,53	0,23
5000	5000,43	0,23
5000	5001,60	0,22
5000	5003,63	0,23
5000	5002,30	0,25
5000	4999,17	0,26
5000	4999,93	0,23
5000	4998,00	0,22
5000	5007,23	0,28
5000	5004,93	0,23
5000	4995,20	0,22
5000	4995,67	1,95
5000	5001,87	0,23
5000	4999,90	0,22
5000	5001,47	0,23
5000	5000,97	0,23
5000	5003,23	0,23
5000	5000,27	0,23
5000	5003,23	0,23
5000	5000,63	0,23
5000	5011,67	0,23
5000	5004,77	0,23
5000	4973,40	0,22
5000	5004,90	0,22
5000	5000,30	0,25
5000	5002,07	0,23
5000	5000,53	0,23
5000	4993,20	0,22
5000	5010,70	0,22
5000	5005,27	0,28
5000	4997,57	0,26
5000	5008,20	0,22
5000	5001,70	0,22
5000	5000,30	0,22
5000	4995,40	0,25
5000	5006,87	0,28
5000	4996,80	0,25
5000	4998,40	0,22
5000	4998,50	0,22
5000	5005,93	0,26
5000	4997,23	0,26
5000	4997,90	0,22
5000	5002,80	0,22
5000	5004,87	0,23
5000	5003,47	0,26
5000	5000,20	0,25
5000	4999,60	0,22
5000	4996,97	0,26
5000	4998,77	0,26
5000	5004,77	0,23
5000	5000,00	0,22
5000	4999,17	0,23
5000	5000,70	0,25
5000	5003,03	0,23
5000	4999,97	0,26
5000	5003,17	0,33
5000	5001,97	0,33
5000	5001,40	0,22
5000	4994,00	0,22
5000	4999,20	0,25
5000	5000,73	0,23
5000	4995,10	0,22
5000	4999,60	0,25
5000	5000,70	0,22
5000	4996,23	0,23
5000	4997,10	0,22
5000	5005,60	0,22
5000	5000,03	0,23
5000	4997,93	0,26
5000	5002,97	0,23
5000	4999,00	0,22
5000	4999,20	0,22
5000	4998,20	0,25
5000	4998,00	0,22
5000	5001,57	0,23
5000	5004,00	0,22
5000	5004,50	0,25
5000	5002,20	0,22
5000	4996,20	0,22
5000	4994,37	0,23
5000	5005,20	0,30
5000	4999,60	0,22
5000	5000,60	0,22
5000	5005,60	0,32
5000	4995,10	0,22
5000	4995,40	0,22
5000	4999,13	0,26
5000	5007,47	0,23
5000	4999,40	0,22
5000	5004,27	0,28
5000	5002,77	0,23
5000	5001,87	0,23
5000	5000,00	0,25
5000	5004,33	0,23
5000	5007,27	0,28
5000	4998,10	0,25
5000	4994,00	0,25
5000	5005,90	0,22
5000	5000,50	0,22
5000	5002,93	0,23
5000	4997,70	0,30
5000	5008,50	0,22
5000	4995,10	0,74
5000	5004,77	0,23
5000	4993,37	0,23
5000	4999,33	0,23
5000	5001,63	0,26
5000	4999,30	0,22
5000	5002,00	0,22
5000	4999,90	0,22
5000	5001,50	0,22
5000	5005,63	0,23
5000	4999,47	0,23
5000	5000,00	0,22
5000	5012,57	0,23
5000	5004,20	0,25
5000	4996,10	0,25
5000	5006,10	0,22
5000	4998,70	0,22
5000	4994,40	0,22
5000	4994,50	0,22
5000	4998,63	0,23
5000	5003,83	0,23
5000	4994,27	0,23
5000	4993,00	0,22
5000	4998,90	0,22
5000	5000,77	0,23
5000	4998,23	0,23
5000	5006,17	0,23
5000	4999,87	0,23
5000	4997,37	0,23
5000	4999,27	0,28
5000	5000,10	0,22
5000	5002,10	0,22
5000	4997,10	0,25
5000	5007,90	0,22
5000	4994,03	0,23
5000	4999,97	0,26
5000	5002,10	0,22
5000	5001,80	0,22
5000	5004,20	0,22
5000	5001,20	0,22
5000	4998,60	0,22
5000	5003,50	0,25
5000	4995,80	0,22
5000	5003,00	0,25
5000	5002,90	0,25
5000	5007,87	0,28
5000	4997,00	0,22
5000	5001,00	0,25
5000	4995,60	0,22
5000	5013,20	0,22
5000	5007,40	0,22
5000	4996,20	0,22
5000	5001,43	0,23
5000	5001,70	0,22
5000	5001,57	0,23
5000	5011,07	0,23
5000	5001,63	0,23
5000	4999,50	0,22
5000	5000,90	0,22
5000	4999,50	0,22
5000	5006,20	0,22
5000	4997,53	0,26
5000	4998,13	0,23
5000	5002,60	0,22
5000	5002,97	0,23
5000	4997,93	0,26
5000	5004,70	0,22
5000	5004,57	0,23
5000	5004,50	0,22
5000	5005,00	0,22
5000	5007,20	0,22
5000	5011,50	0,22
5000	5007,30	0,22
5000	5003,60	0,22
5000	5002,00	0,22
5000	5000,00	0,22
5000	5010,20	0,22
5000	5000,67	0,23
5000	4995,60	0,22
5000	5002,50	0,22
5000	4996,20	0,22
5000	5004,30	0,25
5000	4995,27	0,26
5000	4995,97	0,23
5000	4996,10	0,22
5000	5008,40	0,22
5000	5008,70	0,22
5000	5014,00	0,22
5000	4999,30	0,22
5000	4998,60	0,22
5000	5006,77	0,23
5000	5006,00	0,25
5000	5005,50	0,22
5000	5003,47	0,33
5000	4998,53	0,26
5000	5004,90	0,22
5000	5000,77	0,23
5000	4996,67	0,23
5000	5004,10	0,22
5000	5002,20	0,22
5000	5015,70	0,22
5000	5005,43	0,26
5000	5001,60	0,22
5000	5001,67	0,23
5000	5001,27	0,23
5000	4998,90	0,22
5000	5001,50	0,30
5000	5004,20	0,22
5000	5016,07	0,52
5000	5008,60	0,22
5000	4997,10	0,22
5000	4997,40	0,22
5000	4994,50	0,22
5000	5001,90	0,22
5000	5003,50	0,25
5000	5011,90	0,22
5000	5002,70	0,22
5000	4999,67	0,35
5000	4997,10	0,22
5000	4998,60	0,22
5000	5005,20	0,22
5000	5000,37	0,23
5000	4999,20	0,22
5000	5003,93	0,23
5000	4998,40	0,22
5000	5003,60	0,22
5000	5004,20	0,25
5000	5003,40	0,22
5000	5004,47	0,26
5000	5000,30	0,22
5000	4998,80	0,22
5000	4996,70	0,22
5000	4999,20	0,22
5000	5000,90	0,25
5000	5000,80	0,22
5000	4996,37	0,23
5000	5002,63	0,23
5000	4998,10	0,22
5000	5006,50	0,22
5000	5012,20	0,22
5000	5001,83	0,23
5000	5002,50	0,22
5000	5000,40	0,22
5000	4994,10	0,22
5000	4996,50	0,22
5000	5004,60	0,22
5000	4997,03	0,23
5000	4999,70	0,22
5000	4997,43	0,23
5000	4998,60	0,25
5000	4995,10	0,22
5000	4997,60	0,22
5000	4998,73	0,23
5000	5006,50	0,22
5000	5009,40	0,25
5000	4998,40	0,22
5000	4998,83	0,26
5000	4990,67	0,23
5000	5001,63	1,45
5000	5006,63	0,23
5000	4995,00	0,22
5000	5011,07	0,23
5000	4997,60	0,22
5000	5002,43	0,23
5000	5009,10	0,22
5000	4999,73	0,23
5000	4998,30	0,22
5000	5004,90	0,22
5000	5008,97	0,26
5000	5002,60	0,25
5000	5000,97	0,23
5000	5001,60	0,22
5000	5013,33	0,23
5000	5003,10	0,22
5000	4998,03	0,26
5000	5001,50	0,22
5000	5000,73	0,28
5000	5005,43	0,23
5000	4993,37	0,23
5000	4999,70	0,22
5000	5006,37	0,23
5000	5003,07	0,23
5000	5000,60	0,22
5000	4995,90	0,25
5000	4998,13	0,23
5000	5000,87	0,23
5000	5004,07	0,28
5000	4998,77	0,26
5000	5008,20	0,25
5000	5011,10	0,25
5000	4992,60	0,22
5000	4997,90	0,22
